year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,degree_cleaned,is_honours,field_of_study
2018,NUS,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,83.4,3712,3600,3982,3700,3400,4546,bachelor of engineering (electrical engineering),0,Engineering
2018,NUS,Faculty of Engineering,Bachelor of Engineering (Engineering Science) **,,,,,,,,,bachelor of engineering (engineering science),0,Engineering
2018,NUS,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),88.9,74.6,3411,3300,3518,3400,3000,3868,bachelor of engineering (environmental engineering),0,Science
2018,NUS,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),91.5,87.8,3889,3800,4051,3895,3600,4500,bachelor of engineering (industrial and systems engineering),0,Engineering
2018,NUS,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),88.6,86.4,3550,3600,3794,3600,3500,4305,bachelor of engineering (materials science and engineering),0,Engineering
2018,NUS,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),92.8,86.9,3684,3500,3877,3700,3300,4100,bachelor of engineering (mechanical engineering),0,Engineering
2018,NUS,Faculty of Law,Bachelor of Laws #,97.3,92.6,5070,5000,5263,5500,4500,5840,bachelor of laws,0,Law
2018,NUS,Faculty of Science,Bachelor of Science,81.6,47.2,3146,3000,3289,3100,2900,3850,bachelor of science,0,Science
2018,NUS,Faculty of Science,Bachelor of Science (Hons),87.3,72.8,3371,3300,3460,3400,3000,3725,bachelor of science,1,Science
2018,NUS,Faculty of Science,Bachelor of Science (Computational Biology) **,,,,,,,,,bachelor of science (computational biology),0,Science
2018,NUS,Faculty of Science,Bachelor of Science (Pharmacy) #,96.6,93.2,3549,3500,3723,3650,3500,3900,bachelor of science (pharmacy),0,Medicine and Health Sciences
2018,NUS,NUS Business School,Bachelor of Business Administration,95.7,84.8,3633,3150,3732,3225,3000,3750,bachelor of business administration,0,Business and Management
2018,NUS,NUS Business School,Bachelor of Business Administration (Hons),96.6,90.9,4286,3800,4424,3895,3300,4748,bachelor of business administration,1,Business and Management
2018,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) ^,95.2,95.2,3209,3000,3522,3020,2700,3500,bachelor of business administration (accountancy),0,Business and Management
2018,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97.6,95.3,3643,3100,3683,3200,3000,4000,bachelor of business administration (accountancy),1,Business and Management
2018,NUS,School of Computing,Bachelor of Computing (Communications and Media) **,,,,,,,,,bachelor of computing (communications and media),0,Arts and Humanities
2018,NUS,School of Computing,Bachelor of Computing (Computational Biology) **,,,,,,,,,bachelor of computing (computational biology),0,Computer Science and IT
2018,NUS,School of Computing,Bachelor of Computing (Computer Science),96.9,91.8,4577,4280,4658,4320,3900,5000,bachelor of computing (computer science),0,Computer Science and IT
2018,NUS,School of Computing,Bachelor of Computing (Electronic Commerce) **,,,,,,,,,bachelor of computing (electronic commerce),0,Computer Science and IT
2018,NUS,School of Computing,Bachelor of Computing (Information Security) **,,,,,,,,,bachelor of computing (information security),0,Computer Science and IT
2018,NUS,School of Computing,Bachelor of Computing (Information Systems),98.4,95.3,4338,4375,4472,4458,4000,5000,bachelor of computing (information systems),0,Computer Science and IT
2018,NUS,School of Computing,Bachelor of Science (Business Analytics),93.5,93.5,4432,4400,4499,4500,4000,5000,bachelor of science (business analytics),0,Business and Management
2018,NUS,School of Design & Environment,Bachelor of Arts (Architecture) # **,,,,,,,,,bachelor of arts (architecture),0,Others
2018,NUS,School of Design & Environment,Bachelor of Arts (Industrial Design),87,69.6,3309,3200,3371,3250,3000,3800,bachelor of arts (industrial design),0,Design and Media
2018,NUS,School of Design & Environment,Bachelor of Science (Project and Facilities Management),89,84.6,3189,3040,3237,3060,3000,3300,bachelor of science (project and facilities management),0,Business and Management
2018,NUS,School of Design & Environment,Bachelor of Science (Real Estate),91.7,85.1,3295,3300,3372,3300,3000,3600,bachelor of science (real estate),0,Science
2018,NUS,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery # **,,,,,,,,,bachelor of medicine and bachelor of surgery,0,Medicine and Health Sciences
2018,NUS,YLL School of Medicine,Bachelor of Science (Nursing),94.6,94.6,3230,3250,3469,3450,3300,3500,bachelor of science (nursing),0,Science
2018,NUS,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),98,98,3306,3350,3546,3550,3400,3750,bachelor of science (nursing),1,Science
2018,NUS,Yong Siew Toh Conservatory of Music,Bachelor of Music,81,23.8,2000,1750,2100,1800,1500,2700,bachelor of music,0,Others
2018,NUS,Yale-NUS College,Bachelor of Arts with Honours,90.5,81.1,4283,3600,4381,3630,3275,4642,bachelor of arts with,1,Arts and Humanities
2018,NUS,Yale-NUS College,Bachelor of Science with Honours ^,89.5,78.9,5017,4800,5136,4800,3600,6435,bachelor of science with,1,Science
2018,NUS,Multidisciplinary Programmes,Bachelor of Engineering (Computer Engineering),88.6,84.3,4105,3800,4188,3975,3500,4900,bachelor of engineering (computer engineering),0,Engineering
2018,NUS,Multidisciplinary Programmes,Bachelor of Environmental Studies,84.2,55.3,3371,3414,3385,3414,3000,3600,bachelor of environmental studies,0,Science
2018,SIT,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,86.7,86.7,3277,3300,3324,3300,3196,3500,bachelor of arts in game design,0,Design and Media
2018,SIT,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,91.2,52.9,2854,2800,2861,2800,2600,3000,bachelor of fine arts in digital art and animation,0,Design and Media
2018,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,94.7,89.5,3570,3600,3576,3600,3300,4000,bachelor of science in computer science and game design,0,Design and Media
2018,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.8,96.8,4031,4000,4088,4016,3830,4200,bachelor of science in computer science in real-time interactive simulation,0,Computer Science and IT
2018,SIT,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,84.6,76.9,3193,3100,3451,3300,3000,3600,bachelor of engineering with in chemical engineering,1,Engineering
2020,NUS,Yale-NUS College,Bachelor of Arts with Honours,90.5,65.7,4242,3800,4370,3890,3475,5000,bachelor of arts with,1,Arts and Humanities
2018,SIT,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.5,81.8,3382,3300,3438,3343,3050,3500,bachelor of engineering with in electrical power engineering,1,Engineering
2018,SIT,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,97.1,94.3,3374,3250,3439,3250,3000,3600,bachelor of engineering with in marine engineering,1,Engineering
2018,SIT,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.5,82.3,3343,3200,3484,3253,3100,3600,bachelor of engineering with in mechanical design and manufacturing engineering,1,Engineering
2018,SIT,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,100,3368,3300,3479,3400,3300,3800,bachelor of engineering with in naval architecture,1,Others
2018,SIT,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,92.3,84.6,3245,3100,3545,3510,3100,3850,bachelor of engineering with in offshore engineering,1,Engineering
2018,SIT,Newcastle University,Bachelor of Science with Honours in Food and Human Nutrition,90.4,69.2,2837,2800,2895,2900,2625,3200,bachelor of science with in food and human nutrition,1,Science
2018,SIT,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,96.3,91.5,3188,3050,3216,3075,3000,3250,bachelor of accountancy with,1,Business and Management
2018,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security) ^,100,100,4111,4000,4116,4045,4000,4400,bachelor of engineering with in information & communications technology (information security),1,Arts and Humanities
2018,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),95.7,95.7,3838,4000,3914,4000,3600,4300,bachelor of engineering with in information & communications technology (software engineering),1,Arts and Humanities
2018,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),98.3,96.6,3618,3456,3688,3550,3400,3800,bachelor of engineering with in sustainable infrastructure engineering (land),1,Engineering
2018,SIT,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,92.1,81.6,2898,2800,2991,2825,2600,3175,bachelor of hospitality business with,1,Business and Management
2018,SIT,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,95.3,90.7,3260,3350,3536,3500,3350,3800,bachelor of science with in nursing,1,Science
2018,SIT,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) ^,95.8,87.5,3476,3300,3571,3350,3300,3800,bachelor in science (diagnostic radiography),0,Medicine and Health Sciences
2018,SIT,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),96.6,96.6,3409,3450,3431,3460,3300,3610,bachelor in science (occupational therapy),0,Medicine and Health Sciences
2018,SIT,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3258,3300,3276,3300,3000,3600,bachelor in science (physiotherapy),0,Medicine and Health Sciences
2018,SIT,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,,,,,,,,,bachelor in science (radiation therapy),0,Medicine and Health Sciences
2018,SIT,Technische Universität München,Bachelor of Science in Chemical Engineering,83.7,75.5,3048,3000,3298,3200,3000,3550,bachelor of science in chemical engineering,0,Engineering
2018,SIT,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,83.3,69.4,3506,3500,3609,3500,3300,4000,bachelor of science in electrical engineering & information technology,0,Engineering
2018,SIT,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,86.5,64.9,2643,2530,2929,2663,2415,3300,bachelor of business administration in food business management,0,Business and Management
2018,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,84.9,54.7,2818,2850,3055,2950,2550,3000,bachelor of arts with in communication design,1,Design and Media
2018,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,76.9,2710,2700,2796,2775,2500,3000,bachelor of arts with in interior design,1,Design and Media
2018,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,78,70.7,3440,3200,3454,3200,3000,3500,bachelor of engineering with in aeronautical engineering,1,Engineering
2018,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.4,61.8,3412,3300,3451,3380,3025,3875,bachelor of engineering with in aerospace systems,1,Engineering
2018,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,94.3,90.6,3587,3400,3718,3500,3100,4000,bachelor of engineering with in mechanical design engineering,1,Engineering
2018,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93.7,87.3,3633,3500,3812,3600,3275,4298,bachelor of engineering with in mechatronics,1,Engineering
2018,SIT,University of Glasgow,Bachelor of Science with Honours in Computing Science,94.7,89.3,3926,3929,3996,4000,3500,4225,bachelor of science with in computing science,1,Computer Science and IT
2018,SIT,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,91.9,74.2,3645,3500,3726,3729,3260,4100,bachelor of arts with in criminology and security,1,Arts and Humanities
2018,SIT,Wheelock College,Bachelor of Science in Early Childhood Education,100,98.2,2897,2925,2911,2925,2800,3100,bachelor of science in early childhood education,0,Education
2018,SMU,School of Accountancy (4-year programme) *,Accountancy,96.4,92.3,3576,3000,3607,3000,3000,3650,accountancy,0,Business and Management
2018,SMU,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,96.3,95.1,4396,3450,4439,3550,3013,4773,accountancy cum laude and above,0,Business and Management
2018,SMU,School of Business (4-year programme) *,Business Management,91.6,86.5,4017,3600,4133,3700,3250,4500,business management,0,Business and Management
2018,SMU,School of Business (4-year programme) *,Business Management Cum Laude and above,97.4,95.6,4433,4000,4544,4000,3500,4800,business management cum laude and above,0,Business and Management
2018,SMU,School of Economics (4-year programme) *,Economics,91.1,85.6,4017,3500,4140,3700,3200,4600,economics,0,Mathematics and Statistics
2018,SMU,School of Economics (4-year programme) *,Economics (Cum Laude and above),93.4,89.5,4599,4000,4721,4000,3500,5200,economics (cum laude and above),0,Mathematics and Statistics
2018,SMU,School of Information Systems (4-year programme) *,Information Systems,93.6,89.5,4058,4000,4160,4000,3600,4600,information systems,0,Computer Science and IT
2018,SMU,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),100,97.2,4584,4650,4659,4685,4200,5000,information systems (cum laude and above),0,Computer Science and IT
2018,SMU,School of Social Sciences (4-year programme) *,Social Sciences,85.6,74.4,3336,3200,3409,3210,3000,3710,social sciences,0,Science
2018,SMU,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),84.2,78.9,3818,3550,3880,3600,3200,4100,social sciences (cum laude and above),0,Science
2018,SMU,School of Law (4-year programme) *,Law #,92.7,90.8,4704,4500,4856,4500,4050,5600,law,0,Law
2018,SMU,School of Law (4-year programme) *,Law (Cum Laude and above) #,94.4,92.6,4986,4750,5256,5513,4500,6000,law (cum laude and above),0,Law
2018,SUSS,School of Business,Bachelor of Science in Finance,88,84,3364,3400,3393,3400,3200,3500,bachelor of science in finance,0,Business and Management
2018,SUSS,School of Business,Bachelor of Science in Marketing,94,84,2925,3000,3023,3000,2650,3245,bachelor of science in marketing,0,Business and Management
2018,SUTD,,Bachelor of Engineering (Engineering Product Development),94.7,86.3,3773,3700,3826,3700,3500,4000,bachelor of engineering (engineering product development),0,Engineering
2018,SUTD,,Bachelor of Engineering (Information Systems Technology and Design),97.3,93.3,4448,4300,4544,4400,4000,5000,bachelor of engineering (information systems technology and design),0,Computer Science and IT
2018,SUTD,,Bachelor of Engineering (Engineering Systems and Design),90,90,3798,3800,3893,3800,3600,4000,bachelor of engineering (engineering systems and design),0,Engineering
2018,SUTD,,Bachelor of Science (Architecture and Sustainable Design),95.1,88.5,3848,3900,3945,4000,3600,4215,bachelor of science (architecture and sustainable design),0,Others
2019,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.5,94,3220,3000,3254,3000,3000,3200,bachelor of accountancy,1,Business and Management
2019,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.9,95.2,4284,4000,4359,4000,3200,4600,bachelor of accountancy,1,Business and Management
2019,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),93.8,83.1,3707,3500,3797,3600,3200,4000,bachelor of business,1,Business and Management
2019,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),94.4,83.3,4479,4833,4562,4833,3600,5000,bachelor of business,1,Business and Management
2019,NTU,College of Engineering,Aerospace Engineering,87.5,80.7,3816,3700,3939,3800,3500,4600,aerospace engineering,0,Engineering
2019,NTU,College of Engineering,Aerospace Engineering,,,,,,,,,aerospace engineering,0,Engineering
2019,NTU,College of Engineering,Bioengineering,81.3,64.1,3445,3400,3548,3500,3200,3700,bioengineering,0,Engineering
2019,NTU,College of Engineering,Business,,,,,,,,,business,0,Business and Management
2019,NTU,College of Engineering,Chemical,88.6,78.1,3681,3600,3921,3800,3500,4300,chemical,0,Engineering
2019,NTU,College of Engineering,Chemical,,,,,,,,,chemical,0,Engineering
2019,NTU,College of Engineering,Civil Engineering,94.9,90.6,3525,3400,3582,3500,3300,3900,civil engineering,0,Engineering
2019,NTU,College of Engineering,Civil Engineering,,,,,,,,,civil engineering,0,Engineering
2019,NTU,College of Engineering,Computer Engineering,94.6,94.6,3994,4000,4074,4000,3600,4500,computer engineering,0,Engineering
2019,NTU,College of Engineering,Computer Science,97.4,95.9,4270,4050,4309,4200,3800,4900,computer science,0,Computer Science and IT
2019,NTU,College of Engineering,Electrical,92.6,87.1,3769,3700,3884,3700,3500,4000,electrical,0,Engineering
2019,NTU,College of Engineering,Environmental Engineering,83.9,77.4,3574,3500,3596,3510,3400,3800,environmental engineering,0,Science
2019,NTU,College of Engineering,Environmental Engineering,,,,,,,,,environmental engineering,0,Science
2019,NTU,College of Engineering,Information Engineering,90.7,85.3,3934,3970,4006,4000,3600,4350,information engineering,0,Engineering
2019,NTU,College of Engineering,Maritime Studies,98.3,93.2,3512,3400,3669,3500,3300,3700,maritime studies,0,Engineering
2019,NTU,College of Engineering,Materials Engineering,82,76,3601,3500,3817,3600,3300,4175,materials engineering,0,Engineering
2019,NTU,College of Engineering,Materials Engineering,,,,,,,,,materials engineering,0,Engineering
2019,NTU,College of Engineering,Mechanical Engineering,84.5,82.1,3608,3500,3728,3600,3380,4005,mechanical engineering,0,Engineering
2019,NTU,College of Engineering,Mechanical Engineering,,,,,,,,,mechanical engineering,0,Engineering
2019,NTU,"College of Humanities, Arts & Social Sciences","Art, Design & Media",83.6,50.9,3031,3000,3068,3000,2800,3500,"art, design & media",0,Design and Media
2019,NTU,"College of Humanities, Arts & Social Sciences",Chinese,90.1,79,3158,3150,3260,3210,2980,3500,chinese,0,Arts and Humanities
2019,NTU,"College of Humanities, Arts & Social Sciences",Communication Studies,90.4,69.4,3220,3200,3264,3200,2800,3500,communication studies,0,Arts and Humanities
2019,NTU,"College of Humanities, Arts & Social Sciences",Economics,88.2,79.8,3385,3300,3453,3400,3050,3600,economics,0,Mathematics and Statistics
2019,NTU,"College of Humanities, Arts & Social Sciences",English,83.8,64.9,2987,3000,2997,3000,2565,3500,english,0,Arts and Humanities
2019,NTU,"College of Humanities, Arts & Social Sciences",History,73,56.8,3449,3500,3498,3500,3200,3800,history,0,Arts and Humanities
2019,NTU,"College of Humanities, Arts & Social Sciences",Linguistics,81.7,65,3265,3160,3365,3200,3000,3740,linguistics,0,Arts and Humanities
2019,NTU,"College of Humanities, Arts & Social Sciences",Philosophy ^,82.6,69.6,3288,3300,3369,3500,3300,3584,philosophy,0,Arts and Humanities
2019,NTU,"College of Humanities, Arts & Social Sciences",Psychology,89.2,73.1,3463,3350,3506,3400,3100,3800,psychology,0,Social Sciences
2019,NTU,"College of Humanities, Arts & Social Sciences",Public Policy,90.2,87.8,3756,3691,3868,3850,3500,4345,public policy,0,Social Sciences
2019,NTU,"College of Humanities, Arts & Social Sciences",Sociology,86.9,70.5,3305,3200,3441,3300,3040,3600,sociology,0,Social Sciences
2019,NTU,College of Sciences,Biological Sciences,81.6,66.3,3315,3300,3450,3300,3100,3600,biological sciences,0,Science
2019,NTU,College of Sciences,Biomedical Sciences & Chinese Medicine # ^,95.2,85.7,2964,3000,2979,3000,2780,3200,biomedical sciences & chinese medicine,0,Medicine and Health Sciences
2019,NTU,College of Sciences,Chemistry & Biological Chemistry,80.9,66.2,3246,3200,3338,3400,3000,3600,chemistry & biological chemistry,0,Science
2019,NTU,College of Sciences,Environmental Earth Systems Sciences ^,87.5,79.2,3401,3500,3416,3500,3200,3500,environmental earth systems sciences,0,Science
2019,NTU,College of Sciences,Mathematical Sciences,91.2,79.6,3741,3549,3848,3599,3215,4070,mathematical sciences,0,Science
2019,NTU,College of Sciences,Mathematics & Economics,93.5,84.8,3838,3570,3996,3700,3400,4167,mathematics & economics,0,Mathematics and Statistics
2019,NTU,College of Sciences,Physics & Applied Physics,90,78.6,3782,3500,3849,3500,3300,4200,physics & applied physics,0,Science
2019,NTU,Sports Science and Management,Sports Science,87,55.6,3289,3200,3438,3350,3000,3660,sports science,0,Science
2019,NTU,National Institute of Education (NIE),Arts (with Education),100,100,3629,3800,3710,3800,3600,3806,arts (with education),0,Education
2019,NTU,National Institute of Education (NIE),Science (with Education),100,100,3719,3800,3758,3800,3660,3840,science (with education),0,Education
2019,NTU,Lee Kong Chian School of Medicine,Medicine #,100,100,4932,4700,5661,5700,5200,6092,medicine,0,Medicine and Health Sciences
2019,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts,84.9,64.5,3225,3000,3456,3200,2800,3700,bachelor of arts,0,Arts and Humanities
2019,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),92.7,68.2,3421,3500,3537,3500,3250,3800,bachelor of arts,1,Arts and Humanities
2019,NUS,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88,75.9,3590,3500,3674,3500,3212,3850,bachelor of social sciences,0,Science
2019,NUS,Faculty of Dentistry,Bachelor of Dental Surgery,100,97.3,4057,4200,4068,4200,4000,4500,bachelor of dental surgery,0,Medicine and Health Sciences
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),80.4,68.6,3480,3500,3535,3500,3200,3800,bachelor of engineering (biomedical engineering),0,Engineering
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),92.4,86.7,3802,3700,3959,3950,3500,4300,bachelor of engineering (chemical engineering),0,Engineering
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),95,93,3685,3500,3746,3600,3400,4025,bachelor of engineering (civil engineering),0,Engineering
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),89.6,85.2,3957,3800,4101,4000,3600,4600,bachelor of engineering (electrical engineering),0,Engineering
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,84.6,84.6,4115,3500,4285,3750,3400,5200,bachelor of engineering (engineering science),0,Engineering
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),89.5,80.7,3473,3400,3569,3400,3200,3900,bachelor of engineering (environmental engineering),0,Science
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),97.6,96.5,4303,3850,4451,4000,3500,4600,bachelor of engineering (industrial and systems engineering),0,Engineering
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),78.6,76.2,3796,3700,4086,4000,3700,4600,bachelor of engineering (materials science and engineering),0,Engineering
2019,NUS,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),88.6,86.7,3745,3500,3847,3700,3400,4300,bachelor of engineering (mechanical engineering),0,Engineering
2019,NUS,Faculty of Law,Bachelor of Laws #,95.7,93,5068,5000,5160,5400,4500,5800,bachelor of laws,0,Law
2019,NUS,Faculty of Science,Bachelor of Science,84,59.3,3181,3000,3320,3100,2900,3600,bachelor of science,0,Science
2019,NUS,Faculty of Science,Bachelor of Science (Hons) ^,88.5,72.3,3510,3355,3605,3500,3100,3800,bachelor of science,1,Science
2019,NUS,Faculty of Science,Bachelor of Science (Computational Biology) **,,,,,,,,,bachelor of science (computational biology),0,Science
2019,NUS,Faculty of Science,Bachelor of Science (Pharmacy) #,100,95.5,3648,3600,3840,3750,3500,4000,bachelor of science (pharmacy),0,Medicine and Health Sciences
2019,NUS,NUS Business School,Bachelor of Business Administration,100,82.6,4799,4000,4925,4000,3400,5500,bachelor of business administration,0,Business and Management
2019,NUS,NUS Business School,Bachelor of Business Administration (Hons),95.5,91,4451,4000,4593,4150,3500,5000,bachelor of business administration,1,Business and Management
2019,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) ^,93.8,93.8,3897,3000,4005,3000,3000,3800,bachelor of business administration (accountancy),0,Business and Management
2019,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97.8,97.8,4008,3500,4093,3600,3000,4500,bachelor of business administration (accountancy),1,Business and Management
2019,NUS,School of Computing,Bachelor of Computing (Computer Science),92.8,90.6,5477,5000,5571,5000,4205,5585,bachelor of computing (computer science),0,Computer Science and IT
2019,NUS,School of Computing,Bachelor of Computing (Electronic Commerce) **,,,,,,,,,bachelor of computing (electronic commerce),0,Computer Science and IT
2019,NUS,School of Computing,Bachelor of Computing (Information Security) **,,,,,,,,,bachelor of computing (information security),0,Computer Science and IT
2019,NUS,School of Computing,Bachelor of Computing (Information Systems),95.9,95.9,4210,4000,4330,4228,4000,4685,bachelor of computing (information systems),0,Computer Science and IT
2019,NUS,School of Computing,Bachelor of Science (Business Analytics),100,100,4811,5000,4881,5000,4050,5200,bachelor of science (business analytics),0,Business and Management
2019,NUS,School of Design & Environment,Bachelor of Arts (Architecture) #,100,96,4156,4010,4199,4100,3800,4500,bachelor of arts (architecture),0,Others
2019,NUS,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,86.2,48.3,3142,3200,3245,3300,3000,3500,bachelor of arts (industrial design),0,Design and Media
2019,NUS,School of Design & Environment,Bachelor of Science (Project and Facilities Management),88.3,80.6,3189,3100,3243,3155,3000,3480,bachelor of science (project and facilities management),0,Business and Management
2019,NUS,School of Design & Environment,Bachelor of Science (Real Estate),95.3,89.6,3431,3400,3494,3400,3100,3650,bachelor of science (real estate),0,Science
2019,NUS,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,99.5,99.5,4607,4600,5218,5237,4950,5657,bachelor of medicine and bachelor of surgery,0,Medicine and Health Sciences
2019,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),93.5,89.1,3123,3250,3314,3358,3200,3450,bachelor of science (nursing),0,Science
2019,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),98.8,97.5,3389,3450,3612,3650,3515,3750,bachelor of science (nursing),1,Science
2019,NUS,YST Conservatory of Music,Bachelor of Music,82.6,39.1,3531,3500,3575,3500,2875,3900,bachelor of music,0,Others
2019,NUS,Yale-NUS College,Bachelor of Arts with Honours,96,77,4066,3600,4197,3684,3400,4567,bachelor of arts with,1,Arts and Humanities
2019,NUS,Yale-NUS College,Bachelor of Science with Honours ^,94.7,89.5,6962,5000,7139,5000,4150,9967,bachelor of science with,1,Science
2019,NUS,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),92.9,91.7,4653,4000,4732,4000,3750,4900,bachelor of engineering (computer engineering),0,Engineering
2019,NUS,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,88.4,67.4,3329,3300,3332,3325,3000,3600,bachelor of environmental studies,0,Science
2019,SIT,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,83.3,79.2,3122,3120,3167,3220,3000,3500,bachelor of arts in game design,0,Design and Media
2019,SIT,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,81.3,50,3036,3150,3051,3150,2750,3275,bachelor of fine arts in digital art and animation,0,Design and Media
2019,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,91.3,87,3760,3800,3791,3800,3550,4000,bachelor of science in computer science and game design,0,Design and Media
2019,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100,94.9,4447,4400,4474,4400,4000,5200,bachelor of science in computer science in real-time interactive simulation,0,Computer Science and IT
2019,SIT,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,93.7,89.2,3181,3100,3239,3100,3000,3250,bachelor of accountancy with,1,Business and Management
2019,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),97.5,95,4171,4000,4319,4100,3900,5000,bachelor of engineering with in information & communications technology (information security),1,Arts and Humanities
2019,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),100,97.4,4090,4034,4188,4190,3600,4550,bachelor of engineering with in information & communications technology (software engineering),1,Arts and Humanities
2019,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,92.2,90.6,3237,3162,3748,3660,3500,4044,bachelor of engineering with in pharmaceutical engineering,1,Engineering
2019,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),92.5,92.5,3433,3360,3484,3500,3200,3700,bachelor of engineering with in sustainable infrastructure engineering (building services),1,Engineering
2019,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),93.8,90.6,3856,3800,3976,3842,3700,4210,bachelor of engineering with in sustainable infrastructure engineering (land),1,Engineering
